"","Name","totalgames","totalxp","totaltime","survivalplayed","survivalxp","survivaltime","survivalkills","brawlers","survivalwins","survivalgold","cagames","catime","cakills","cared","cagreen","cablue","bbgames","bbtime","bbwins","bbgoldlooted","bbgoldstored","bbupgrades","uhcwins","uhckills","uhcdeaths","uhcfalls","uhcgapples","uhcnotchapples","uhcgold","forthehorse","camelotplayed","camelotxp","camelottime","lords","dukes","spartans","castlecaptures","camelotvictories","wizardgames","wizardxp","wizardtime","wizardkills","wizarddeaths","wizardfirst","wizardsecond","wizardthird","wizardtopten","wizardhighest","pjgames","pjxp","pjtime","pjkills","pjdeaths","pjfirst","pjsecond","pjthird","pjtopten","pjhighest","Level"
"653","Chesus007","1,186","790,487","13d 2h 14m 14s","79","2,605","0d 3h 57m 19s","13 (0*)","0 (0*)","1","26 (0*)","11 (11*)","0d 7h 8m 11s (0d 7h 8m 11s*)","41 (41*)","3 (3*)","3 (3*)","2 (2*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","3 (3*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","398","449,394","3d 23h 28m 28s","397","1343","85","644","131","275","80,820","2d 9h 32m 39s","1,868 (1,856*)","1,234","0","0","1","9","59","253","66,825","1d 14h 30m 50s","2,383","2,120","6","1","1","0","29",203
"654","fitzmanix","452","756,752","4d 20h 11m 43s","3","70","0d 0h 8m 15s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","395","673,717","3d 14h 49m 12s","8357","2","299","656","189","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","2","630","0d 0h 20m 0s","14","29","0","0","0","0","2",197
"655","Derpingly","823","872,682","16d 3h 34m 12s","6","50","0d 0h 7m 43s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","393","403,156","3d 16h 46m 8s","1383","118","100","293","120","57","20,515","0d 12h 48m 40s","534 (233*)","268","0","2","3","3","48","4","1,215","0d 0h 35m 51s","29","49","0","0","0","0","2",215
"656","Arthemis6661","467","444,368","4d 0h 56m 22s","15","615","0d 0h 36m 20s","1 (0*)","0 (0*)","1","6 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","390","430,140","3d 14h 5m 42s","577","472","46","519","134","52","11,730","0d 8h 26m 53s","180 (180*)","368","0","0","0","2","25","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",142
"657","MrBlock2435","473","555,425","5d 2h 21m 11s","5","135","0d 0h 13m 49s","1 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","389","507,669","3d 21h 32m 51s","8721","40","402","640","176","2","485","0d 0h 23m 10s","4 (2*)","9","0","0","0","0","7","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",164
"658","Gargononymous","1,994","1,148,242","20d 19h 5m 11s","257","8,635","0d 8h 57m 23s","171 (0*)","18 (0*)","1","87 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","389","445,865","3d 17h 55m 37s","4829","510","210","509","151","1,112","438,070","10d 21h 23m 41s","17,381 (12,929*)","4,204","60","84","80","120","104","19","4,225","0d 1h 58m 43s","134","151","0","0","0","0","16",252
"659","ThisFlocka","2,230","1,511,789","24d 4h 15m 5s","30","1,397","0d 1h 15m 7s","25 (0*)","0 (0*)","0","0 (0*)","3 (3*)","0d 0h 46m 2s (0d 0h 46m 2s*)","15 (15*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","384","438,512","3d 17h 45m 37s","4444","656","182","262","152","1,613","873,019","15d 19h 37m 16s","27,767 (19,222*)","4,022","167","90","80","60","132","29","12,474","0d 4h 58m 41s","411","316","0","0","0","0","34",296
"660","Chizelface","683","645,089","9d 6h 41m 6s","3","20","0d 0h 3m 23s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","379","413,350","3d 16h 10m 35s","3562","18","349","586","172","6","2,435","0d 1h 31m 52s","58 (0*)","26","0","0","0","0","31","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",179
"661","N3ro","379","681,613","3d 20h 22m 21s","0","0","0d 0h 0m 0s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","370","663,784","3d 14h 8m 46s","6451","","152","617","158","1","200","0d 0h 11m 36s","1 (1*)","5","0","0","0","0","0","1","200","0d 0h 0m 47s","0","1","0","0","0","0","0",185
"662","outcast90","398","369,126","4d 11h 24m 3s","0","0","0d 0h 0m 0s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","366","318,926","3d 4h 44m 59s","601","958","49","213","100","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",127
"663","drkiwi","2,147","1,436,188","25d 3h 50m 59s","59","2,870","0d 3h 0m 1s","42 (0*)","1 (0*)","1","64 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","349","355,068","3d 3h 22m 6s","2440","1952","146","279","133","1,376","600,195","12d 10h 15m 0s","22,440 (9,289*)","3,701","201","179","138","57","119","0","200","0d 0h 0m 49s","0","1","0","0","0","0","0",287
"664","Qrow_Eurig","450","593,510","4d 22h 44m 21s","10","290","0d 0h 19m 57s","6 (0*)","0 (0*)","0","0 (0*)","8 (8*)","0d 5h 57m 43s (0d 5h 57m 43s*)","13 (13*)","0 (0*)","1 (1*)","3 (3*)","2 (2*)","0d 0h 24m 50s (0d 0h 24m 50s*)","4 (4*)","6 (6*)","5 (5*)","7 (7*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","348","521,996","3d 9h 30m 23s","3736","60","167","604","134","6","1,815","0d 1h 9m 1s","22 (3*)","54","0","0","0","0","9","6","1,132","0d 0h 49m 18s","30","53","0","0","0","0","3",170
"665","IrishWarrior3","2,086","1,059,238","19d 13h 49m 42s","938","53,317","1d 11h 58m 6s","1,056 (84*)","36 (0*)","33","814 (133*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","8 (8*)","0d 1h 33m 2s (0d 1h 33m 2s*)","7 (7*)","19 (19*)","19 (19*)","33 (33*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","342","302,586","2d 21h 27m 41s","4590","259","92","239","125","228","88,012","1d 16h 41m 23s","2,282 (1,666*)","960","2","7","5","32","55","10","4,350","0d 1h 18m 52s","118","102","0","0","0","0","15",241
"666","Brewster123","373","424,537","3d 21h 0m 47s","7","60","0d 0h 10m 2s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","341","401,242","3d 5h 15m 35s","1013","80","119","469","124","0","600","0d 0h 23m 54s","6 (6*)","19","0","0","0","0","0","1","400","0d 0h 10m 42s","4","14","0","0","0","0","0",138
"667","Phijkchu_Pikachu","707","473,389","8d 13h 23m 20s","148","6,960","0d 6h 1m 12s","150 (0*)","16 (0*)","1","64 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","338","273,640","3d 12h 25m 17s","4136","758","72","234","131","20","14,165","0d 6h 2m 57s","286 (1*)","170","2","1","2","0","53","30","9,330","0d 4h 36m 58s","534","292","0","0","0","0","45",148
"668","Lady_Crystal","414","499,606","3d 22h 45m 40s","17","630","0d 0h 29m 21s","4 (2*)","1 (1*)","1","38 (0*)","1 (1*)","0d 4h 12m 36s (0d 4h 12m 36s*)","0 (0*)","0 (0*)","1 (1*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","1 (1*)","3 (3*)","4 (4*)","8 (8*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","336","483,564","3d 11h 39m 57s","4869","83","413","692","160","1","600","0d 0h 15m 41s","6 (6*)","6","0","0","0","0","0","5","1,280","0d 0h 46m 57s","41","69","0","0","0","0","13",153
"669","HeyTrey","358","322,022","3d 0h 5m 48s","4","200","0d 0h 21m 32s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","324","313,942","2d 20h 3m 48s","366","301","43","233","102","19","4,690","0d 2h 47m 10s","49 (49*)","117","0","0","0","1","16","1","200","0d 0h 3m 23s","2","4","0","0","0","0","0",116
"670","MiddleClassBacon","722","1,274,490","12d 8h 37m 9s","10","260","0d 0h 20m 49s","4 (0*)","0 (0*)","0","0 (0*)","1 (1*)","0d 0h 25m 37s (0d 0h 25m 37s*)","3 (3*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","323","467,788","2d 19h 14m 16s","3971","309","151","454","148","1","200","0d 0h 12m 14s","0 (0*)","11","0","0","0","0","0","4","905","0d 0h 27m 16s","21","32","0","0","0","0","1",268
"671","InGame_Name311","807","587,275","7d 20h 43m 38s","317","18,515","0d 14h 14m 48s","279 (0*)","4 (0*)","15","431 (0*)","6 (6*)","0d 4h 22m 33s (0d 4h 22m 33s*)","33 (33*)","2 (2*)","0 (0*)","2 (2*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","317","314,641","2d 21h 28m 59s","489","2711","70","295","100","23","7,060","0d 4h 23m 43s","215 (164*)","142","1","1","2","7","51","5","1,255","0d 0h 32m 26s","33","52","0","0","0","0","7",169
"672","Phinox104","348","330,572","3d 18h 41m 28s","0","0","0d 0h 0m 0s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","312","296,254","2d 20h 17m 54s","748","333","46","197","96","11","4,240","0d 2h 3m 54s","90 (8*)","115","0","0","1","0","34","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",118
"673","Samdgorange","1,792","478,963","6d 1h 51m 5s","1,461","100,225","2d 19h 36m 2s","1,361 (908*)","23 (20*)","110","1,115 (690*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","2 (2*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","1 (1*)","0 (0*)","0 (0*)","5 (5*)","0 (0*)","0 (0*)","1 (1*)","13 (13*)","0 (0*)","0 (0*)","17 (17*)","0 (0*)","312","349,427","2d 21h 51m 17s","2324","209","137","536","116","2","905","0d 0h 22m 32s","6 (1*)","17","0","0","0","0","11","0","200","0d 0h 1m 45s","1","2","0","0","0","0","0",149
"674","Usernametwo","1,578","1,067,763","22d 8h 21m 26s","346","12,998","0d 15h 43m 41s","166 (0*)","5 (0*)","3","158 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","304","247,095","2d 14h 14m 25s","197","302","28","120","76","84","29,810","0d 14h 45m 17s","791 (41*)","258","1","8","7","4","56","17","3,845","0d 2h 7m 9s","132","140","0","0","1","0","14",242
"675","Cosmic_EagleZ","336","338,765","3d 2h 29m 40s","16","230","0d 0h 32m 8s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","297","324,022","2d 22h 8m 46s","1315","302","83","473","106","23","6,125","0d 3h 45m 36s","80 (80*)","138","0","0","1","2","27","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",120
"676","Hairy_Barbarian","1,677","645,726","11d 1h 47m 47s","968","72,640","2d 4h 28m 44s","1,068 (0*)","40 (0*)","64","1,868 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","290","271,833","2d 9h 33m 5s","4049","644","140","277","131","162","59,565","1d 8h 20m 33s","1,585 (16*)","499","8","20","19","0","59","2","470","0d 0h 18m 36s","18","21","0","0","0","0","10",179
"677","Pony_Chonies","350","385,168","2d 22h 17m 52s","0","0","0d 0h 0m 0s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","289","337,183","2d 2h 45m 22s","1878","174","124","280","112","9","3,080","0d 1h 30m 2s","82 (27*)","48","0","1","0","0","36","2","675","0d 0h 18m 42s","18","25","0","0","0","0","10",130
"678","TANKERT1","342","320,343","3d 20h 49m 56s","19","1,080","0d 1h 20m 50s","2 (0*)","0 (0*)","1","3 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","281","272,460","2d 18h 20m 37s","371","172","13","269","71","7","2,500","0d 0h 51m 54s","6 (6*)","33","0","0","0","0","10","5","1,200","0d 0h 49m 41s","12","72","0","0","0","0","0",116
"679","EclipsEyE","552","445,886","5d 21h 47m 22s","83","3,205","0d 4h 20m 36s","27 (0*)","0 (0*)","1","3 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","279","347,088","2d 17h 1m 3s","3374","61","219","434","113","47","14,985","0d 11h 5m 36s","419 (290*)","252","0","1","2","0","42","1","205","0d 0h 6m 25s","5","7","0","0","0","0","1",143
"680","TheDrag0nWarri0r","1,319","789,585","14d 16h 41m 1s","477","35,122","1d 2h 51m 34s","554 (0*)","21 (0*)","25","620 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","279","260,110","2d 9h 50m 0s","1640","336","68","153","103","32","9,830","0d 5h 38m 51s","236 (105*)","202","0","0","1","4","35","50","15,485","0d 7h 35m 29s","702","390","4","0","0","0","50",203
"681","DisarmingBaton5","347","324,850","3d 17h 24m 30s","13","520","0d 0h 47m 4s","4 (1*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","0d 0h 9m 29s (0d 0h 9m 29s*)","1 (1*)","0 (0*)","0 (0*)","2 (2*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","278","279,669","2d 18h 44m 8s","181","1706","47","259","70","11","3,625","0d 2h 41m 27s","87 (21*)","115","1","0","0","0","31","8","2,050","0d 1h 28m 47s","41","132","0","0","0","0","3",117
"682","WillowCastle","394","435,276","3d 4h 34m 28s","110","3,109","0d 3h 27m 23s","57 (0*)","8 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","277","418,923","2d 19h 56m 30s","6551","","117","407","114","0","200","0d 0h 1m 12s","0 (0*)","2","0","0","0","0","0","1","300","0d 0h 3m 22s","1","2","0","0","0","0","0",141
"683","FluxGamer","337","334,034","3d 0h 6m 58s","47","1,060","0d 1h 17m 35s","21 (0*)","1 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","275","319,109","2d 15h 0m 32s","735","3","35","212","93","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","2","400","0d 0h 20m 0s","6","29","0","0","0","0","0",119
"684","Mincrift","1,083","659,326","11d 8h 37m 14s","235","10,895","0d 13h 42m 32s","131 (3*)","1 (0*)","2","19 (0*)","1 (1*)","0d 1h 59m 15s (0d 1h 59m 15s*)","11 (11*)","1 (1*)","0 (0*)","0 (0*)","16 (16*)","0d 2h 51m 2s (0d 2h 51m 2s*)","8 (8*)","25 (25*)","25 (25*)","49 (49*)","0 (0*)","0 (0*)","6 (6*)","26 (26*)","4 (4*)","0 (0*)","149 (149*)","0 (0*)","274","323,550","2d 18h 15m 2s","6671","6","100","332","109","353","133,410","3d 8h 50m 21s","4,342 (2,509*)","1,189","21","33","37","33","79","15","3,770","0d 1h 57m 1s","120","104","1","0","0","0","18",182
"685","WinnyInTheTardis","466","592,723","5d 16h 19m 0s","81","2,700","0d 3h 46m 15s","34 (0*)","0 (0*)","0","0 (0*)","1 (1*)","0d 0h 52m 34s (0d 0h 52m 34s*)","7 (7*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","272","444,064","2d 14h 16m 45s","2561","33","270","427","116","8","2,770","0d 1h 49m 19s","45 (6*)","79","0","0","0","0","13","4","1,115","0d 0h 38m 30s","38","45","0","0","0","0","17",170
"686","Zadow","657","329,601","4d 2h 10m 11s","179","4,865","0d 6h 55m 19s","41 (3*)","0 (0*)","2","41 (41*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","271","280,538","2d 15h 30m 50s","729","149","51","218","86","15","5,200","0d 2h 54m 39s","53 (53*)","161","0","0","0","2","22","105","27,780","0d 16h 18m 27s","1,006","999","6","0","2","0","27",118
"687","Nosferatuu","1,130","358,514","4d 17h 37m 57s","777","36,165","1d 9h 18m 32s","655 (8*)","35 (0*)","13","339 (31*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","270","299,472","2d 14h 30m 14s","1384","531","82","430","88","19","8,015","0d 4h 49m 11s","191 (33*)","206","0","1","0","2","34","19","4,715","0d 2h 43m 40s","198","188","0","0","0","0","20",124
"688","Xcalibur1","784","334,122","8d 16h 27m 14s","359","15,800","0d 18h 37m 35s","148 (1*)","4 (0*)","9","143 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3 (3*)","11 (11*)","1 (1*)","0 (0*)","63 (63*)","0 (0*)","268","294,990","2d 14h 33m 28s","606","448","59","321","90","1","600","0d 0h 12m 37s","2 (2*)","7","0","0","0","0","0","3","1,205","0d 0h 25m 5s","11","36","0","0","0","0","1",119
"689","Nenga","565","601,442","7d 7h 42m 28s","21","925","0d 0h 53m 0s","18 (0*)","4 (0*)","0","0 (0*)","2 (2*)","0d 2h 8m 17s (0d 2h 8m 17s*)","21 (21*)","1 (1*)","0 (0*)","1 (1*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","258","389,797","2d 9h 35m 50s","2135","15","197","348","122","195","79,859","1d 21h 5m 55s","3,000 (262*)","968","25","22","17","5","65","1","210","0d 0h 10m 0s","8","11","0","0","0","0","2",172
"690","CatastrophicDoom","2,154","1,425,059","19d 23h 11m 31s","227","29,873","0d 12h 12m 16s","398 (0*)","20 (0*)","18","271 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","220","369,492","2d 4h 31m 48s","3060","503","196","389","114","1,277","721,091","12d 10h 4m 54s","26,072 (23,445*)","3,644","181","132","97","149","119","131","60,334","0d 18h 16m 58s","2,539","1,175","17","5","9","0","57",286
"691","assassan365","529","559,047","5d 21h 29m 3s","144","5,729","0d 5h 35m 44s","66 (0*)","5 (0*)","1","23 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","241","362,846","2d 4h 9m 24s","2124","182","99","317","99","15","4,811","0d 2h 36m 32s","42 (21*)","119","0","0","0","2","20","4","1,414","0d 0h 26m 30s","23","33","0","0","0","0","1",164
